sponsorName,sponsorCode,startTime,endTime,domain,clientId,episodeId,episodeType,createdAt,airDate
Perplexity,,674.0,678.0,pplx.ai,newheightswith,ZdRxzxNuEWM,youtube,2025-07-26T18:33:12.855069,20250625
Hellmann's,,2018.0,2077.0,hellmanns.com,newheightswith,ZdRxzxNuEWM,youtube,2025-07-26T18:33:12.855071,20250625
Kingsford,,2077.0,2152.0,kingsford.com,newheightswith,ZdRxzxNuEWM,youtube,2025-07-26T18:33:12.855073,20250625
Accelerator,J4ICEPOP,2152.0,2216.0,amazon.com,newheightswith,ZdRxzxNuEWM,youtube,2025-07-26T18:33:12.855075,20250625
Allstate,,3386.0,3424.0,allstate.com,newheightswith,ZdRxzxNuEWM,youtube,2025-07-26T18:33:12.855078,20250625
DraftKings,new heights,3426.0,3491.0,dkng.co/newheights,newheightswith,ZdRxzxNuEWM,youtube,2025-07-26T18:33:12.855080,20250625
,,0.0,0.0,nosponsors,newmindsetwhodis,_xlnUUd4jBM,youtube,2025-07-26T18:33:15.565068,20220513
,,0.0,0.0,nosponsors,newmindsetwhodis,NsxwZ9NdlF0,youtube,2025-07-26T18:33:17.567469,20220228
,,0.0,0.0,nosponsors,newscast,ECDyvhiY5ls,youtube,2025-07-26T18:33:19.710561,20250517
,,0.0,0.0,nosponsors,newscast,QeHBg3XkmzU,youtube,2025-07-26T18:33:21.938196,20250713
,,0.0,0.0,nosponsors,newscast,kZdRQ7fNGsk,youtube,2025-07-26T18:33:24.980505,20241208
,,0.0,0.0,nosponsors,newscast,hyEOEA9xZ6s,youtube,2025-07-26T18:33:27.035383,20241201
,,0.0,0.0,nosponsors,newscast,i1wYAiM37jE,youtube,2025-07-26T18:33:29.450470,20241006
Unreal,,69.0,92.0,unreal.com,noputtsgiven,Kuvx7J5JRSo,youtube,2025-07-26T18:33:38.197725,20250717
Callaway,,1292.0,1415.0,callawaygolf.com,noputtsgiven,Kuvx7J5JRSo,youtube,2025-07-26T18:33:38.197748,20250717
Tailor Made,,3016.0,3122.0,taylormadegolf.com,noputtsgiven,Kuvx7J5JRSo,youtube,2025-07-26T18:33:38.197754,20250717
Cozy Earth,NOPUTTs,3721.0,3780.0,cozyearth.com,noputtsgiven,Kuvx7J5JRSo,youtube,2025-07-26T18:33:38.197758,20250717
Vortex,,3793.0,3857.0,vortexoptics.com,noputtsgiven,Kuvx7J5JRSo,youtube,2025-07-26T18:33:38.197762,20250717
,,0.0,0.0,nosponsors,noputtsgiven,LiTbgbsM7WM,youtube,2025-07-26T18:33:42.799738,20250723
Cozy Earth,NOPUTTS,2327.0,2337.0,cozyearth.com,noputtsgiven,4O0fLjILy-U,youtube,2025-07-26T18:33:46.488915,20250703
Cozy Earth,NOPUTTS,2748.0,2836.0,cozyearth.com,noputtsgiven,R-6KKkrOkQE,youtube,2025-07-26T18:33:51.710424,20250625
LabGolf,,1422.0,1603.0,labgolf.com,noputtsgiven,-7mxc7MJa-4,youtube,2025-07-26T18:33:56.835819,20250618
,,0.0,0.0,nosponsors,notbasicblondeppodcast,0FvCtpA3w2A,youtube,2025-07-26T18:34:00.822324,20220803
Visible,,294.0,297.0,visible.com,notgonnalie,fNNhuyWCUpY,youtube,2025-07-26T18:34:06.425821,20250717
Parallel,,2061.0,2118.0,change.org/closethegap,notgonnalie,fNNhuyWCUpY,youtube,2025-07-26T18:34:06.425844,20250717
Visible,,13.0,18.0,visible.com,notgonnalie,tDiXOES_jx4,youtube,2025-07-26T18:34:11.950664,20250724
Toyota,,20.0,24.0,toyota.com,notgonnalie,wRm9dJK7VF8,youtube,2025-07-26T18:34:18.857442,20250710
Toyota,,745.0,811.0,toyota.com/sienna,notgonnalie,wRm9dJK7VF8,youtube,2025-07-26T18:34:18.857466,20250710
Dunkin',,19.0,25.0,dunkin.com,notgonnalie,b_PmbCmoBms,youtube,2025-07-26T18:34:25.791778,20250703
,,0.0,0.0,nosponsors,nothingmuchhappens,xGc7MzxUV7s,youtube,2025-07-26T18:34:28.698601,20250721
,,0.0,0.0,nosponsors,nothingmuchhappens,GI-JZwiQXrQ,youtube,2025-07-26T18:34:30.425102,20250724
,,0.0,0.0,nosponsors,nothingmuchhappens,ixXCup0d0r4,youtube,2025-07-26T18:34:34.244314,20250717
,,0.0,0.0,nosponsors,nothingmuchhappens,4rY357CHBl8,youtube,2025-07-26T18:34:36.857182,20250714
,,0.0,0.0,nosponsors,nothingmuchhappens,kmfC3fO8ego,youtube,2025-07-26T18:34:39.411771,20250710
,,0.0,0.0,nosponsors,offtrackwithhinchandrossi,juLj6xNTzN0,youtube,2025-07-26T18:34:42.202510,20250723
Timber Ridge Pools,,72.0,112.0,timberridgepools.com,offtrackwithhinchandrossi,8_HKkzAMEhU,youtube,2025-07-26T18:34:47.494787,20250725
Java House,JavaHouseGP,342.0,458.0,javahouse.com,offtrackwithhinchandrossi,8_HKkzAMEhU,youtube,2025-07-26T18:34:47.494813,20250725
,,0.0,0.0,nosponsors,offtrackwithhinchandrossi,TN9lMdj6eek,youtube,2025-07-26T18:34:52.204406,20250718
,,0.0,0.0,nosponsors,offtrackwithhinchandrossi,8dnMVG-geY4,youtube,2025-07-26T18:34:55.368513,20250716
,,0.0,0.0,nosponsors,offtrackwithhinchandrossi,b13iGRZoaUQ,youtube,2025-07-26T18:35:00.531309,20250711
,,0.0,0.0,nosponsors,onpurpose,r0x972BaT20,youtube,2025-07-26T18:35:02.646430,20250725
,,0.0,0.0,nosponsors,onpurpose,nVkT1VgtirY,youtube,2025-07-26T18:35:11.036227,20250724
Dove Men Plus Care,,1026.0,1065.0,dove.com,onpurpose,RPVR8PqC_NQ,youtube,2025-07-26T18:35:21.100069,20250721
Chase Sapphire Reserve,,78.0,90.0,chase.com,onpurpose,fhc8UjYVAzY,youtube,2025-07-26T18:35:27.483380,20250723
Pandora,,1126.0,1184.0,pandora.net,onpurpose,IqKzfNdgpcM,youtube,2025-07-26T18:35:31.540393,20250718
Chumba Casino,,10.0,28.0,jumbocasino.com,opieradio,NO9X-AhVBmE,youtube,2025-07-26T18:35:35.775834,20250725
Chumba Casino,,968.0,997.0,chumbacasino.com,opieradio,NO9X-AhVBmE,youtube,2025-07-26T18:35:35.775859,20250725
Arizona State University,,0.0,26.0,asu.edu,opieradio,1K7nAcQAmow,youtube,2025-07-26T18:35:44.185412,20250725
Chumba Casino,,30.0,59.0,chumbacasino.com,opieradio,1K7nAcQAmow,youtube,2025-07-26T18:35:44.185433,20250725
Arizona State University,,771.0,828.0,asonline.asu.edu,opieradio,1K7nAcQAmow,youtube,2025-07-26T18:35:44.185437,20250725
On Nicotine Pouches,,0.0,58.0,example.com,opieradio,pq35MH94m-o,youtube,2025-07-26T18:35:50.663843,20250724
Smoothie King,,692.0,722.0,smoothieking.com,opieradio,pq35MH94m-o,youtube,2025-07-26T18:35:50.663868,20250724
Chumba Casino,,8.0,24.0,chumbacasino.com,opieradio,FOuo9EgiVuw,youtube,2025-07-26T18:35:58.414596,20250724
Arizona State University,,30.0,57.0,asonline.asu.edu,opieradio,FOuo9EgiVuw,youtube,2025-07-26T18:35:58.414614,20250724
Arizona State University,,0.0,26.0,asonline.asu.edu,opieradio,rThMqq8hmNA,youtube,2025-07-26T18:36:02.682092,20250723
Panasonic,,372.0,386.0,panasonic.com,opieradio,rThMqq8hmNA,youtube,2025-07-26T18:36:02.682115,20250723
,,0.0,0.0,nosponsors,passionstruck,ifJxh16BuVk,youtube,2025-07-26T18:36:05.323275,20250725
,,0.0,0.0,nosponsors,passionstruck,hceW1gMOAuM,youtube,2025-07-26T18:36:10.850756,20250724
Total Digital Security,,167.0,425.0,totaldigitalsecurity.com,passionstruck,jTt2GHUWc0g,youtube,2025-07-26T18:36:17.366493,20250718
LastPass,,1457.0,1460.0,lastpass.com,passionstruck,jTt2GHUWc0g,youtube,2025-07-26T18:36:17.366521,20250718
One Password,,1517.0,1530.0,1password.com,passionstruck,jTt2GHUWc0g,youtube,2025-07-26T18:36:17.366526,20250718
,,0.0,0.0,nosponsors,passionstruck,LksLQVr4M10,youtube,2025-07-26T18:36:22.579266,20250722
,,0.0,0.0,nosponsors,passionstruck,0hSjIm9BD4I,youtube,2025-07-26T18:36:27.661158,20250717
TNT,,323.0,327.0,tnt.com,petercrouchpod,U0SSd1DsDWo,youtube,2025-07-26T18:36:32.998862,20250722
Starbucks Chilled Coffee,,928.0,1026.0,starbucks.com,petercrouchpod,u5JC65iBR0s,youtube,2025-07-26T18:36:37.456321,20250724
,,0.0,0.0,nosponsors,petercrouchpod,WKjKC-ZCHDA,youtube,2025-07-26T18:36:41.579515,20250717
Jolt,,1481.0,1492.0,example.com,petercrouchpod,xL7UzZm9OvQ,youtube,2025-07-26T18:36:48.087989,20250715
Shark Ninja,,59.0,71.0,sharkninja.com,petercrouchpod,qiHbIo2UyCc,youtube,2025-07-26T18:36:52.145546,20250710
FNF,,1007.0,1042.0,fnfclothing.com,petercrouchpod,qiHbIo2UyCc,youtube,2025-07-26T18:36:52.145572,20250710
,,0.0,0.0,nosponsors,pitlaneparley,DH9epfDfUKY,youtube,2025-07-26T18:36:55.635017,20220624
PeopleReady,,1911.0,2032.0,peopleready.com,pitlaneparley,yj7Vh27UzF0,youtube,2025-07-26T18:36:59.848595,20220616
,,0.0,0.0,nosponsors,pitlaneparley,7SghQtP4KLE,youtube,2025-07-26T18:37:03.107396,20220610
Gallagher,,3028.0,3040.0,ajg.com,pitlaneparley,2ix9fQTujBE,youtube,2025-07-26T18:37:09.858350,20220608
PLP,,3282.0,3315.0,plp.com,pitlaneparley,2ix9fQTujBE,youtube,2025-07-26T18:37:09.858391,20220608
Athletic Greens,,1115.0,1238.0,athleticgreens.com,pitlaneparley,jp9jWqLKO9I,youtube,2025-07-26T18:37:14.374335,20220512
,,0.0,0.0,nosponsors,pivot,0yQFcVdPrYk,youtube,2025-07-26T18:37:20.144878,20250725
,,0.0,0.0,nosponsors,pivot,BPegVZ9CU4A,youtube,2025-07-26T18:37:24.996354,20250722
Mint Mobile,pivot,1387.0,1448.0,mintmobile.com,pivot,71-sbygEFgk,youtube,2025-07-26T18:37:32.623468,20250715
Upwork,,2397.0,2456.0,upwork.com,pivot,71-sbygEFgk,youtube,2025-07-26T18:37:32.623489,20250715
Intuit QuickBooks,,3173.0,3226.0,quickbooks.intuit.com,pivot,71-sbygEFgk,youtube,2025-07-26T18:37:32.623493,20250715
York Magazine,,3607.0,3612.0,nymag.com,pivot,0k2LGdWtl9g,youtube,2025-07-26T18:37:39.277522,20250718
Intuit QuickBooks,,1441.0,1492.0,quickbooks.intuit.com,pivot,1TSzQMjwpgo,youtube,2025-07-26T18:37:44.778260,20250711
,,0.0,0.0,nosponsors,purposemade,MPZyfTEb2Oo,youtube,2025-07-26T18:37:55.458453,20250516
,,0.0,0.0,nosponsors,purposemade,lRgDLiWMv8E,youtube,2025-07-26T18:38:01.976412,20250713
,,0.0,0.0,nosponsors,purposemade,uJJ29cn0XZw,youtube,2025-07-26T18:38:09.217759,20250417
The Attributes,PETERBELL15,2844.0,2865.0,theattributes.com,purposemade,mGNSi_cT5Xw,youtube,2025-07-26T18:38:14.503455,20250329
,,0.0,0.0,nosponsors,purposemade,I3WAJiz82Hk,youtube,2025-07-26T18:38:20.758121,20250227
WeNatal,,741.0,804.0,wenatal.com/realfoodology,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884208,20250722
FPOO,,811.0,872.0,getfresh324.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884231,20250722
Cured Nutrition,realfoodology,1457.0,1525.0,curednutrition.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884237,20250722
Seed,25realfoodology,1526.0,1592.0,seed.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884241,20250722
Hugh Kitchen,,1858.0,1864.0,hukitchen.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884246,20250722
Unreal,,1865.0,1872.0,getunreal.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884250,20250722
Farmer's Fridge,,1874.0,1922.0,farmersfridge.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884254,20250722
Sweet Green,,1924.0,1937.0,sweetgreen.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884258,20250722
True Food,,1940.0,2033.0,truefoodkitchen.com,realfoodology,QO_-ktqZ_Ug,youtube,2025-07-26T18:38:30.884262,20250722
FPOO,,110.0,174.0,getfresh324.com,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062367,20250715
Seed,25realfoodology,1100.0,1166.0,seed.com/realfoodology,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062385,20250715
Cured Nutrition,REALFOODOLOGY,1170.0,1200.0,curednutrition.com/REALFOODOLOGY,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062387,20250715
Cured Nutrition,realfoodology,1223.0,1240.0,curednutrition.com,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062389,20250715
Qualia,realfoodology,1914.0,2017.0,qualialife.com,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062390,20250715
Lineage Provisions,realfoodology,2017.0,2097.0,lineageprovisions.com,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062392,20250715
CrowdHealth,,2508.0,2770.0,joincrowdhealth.com,realfoodology,si3q1Xh7fcg,youtube,2025-07-26T18:38:44.062393,20250715
Vivos,,300.0,319.0,vivos.com,realfoodology,aQAWyQ-z3TA,youtube,2025-07-26T18:38:53.094044,20250708
Patcha Soap Company,,688.0,730.0,station.page/pacha/contest/realfoodology,realfoodology,aQAWyQ-z3TA,youtube,2025-07-26T18:38:53.094065,20250708
Masa Chips,realfoodology,761.0,817.0,masachips.com/realfoodology,realfoodology,aQAWyQ-z3TA,youtube,2025-07-26T18:38:53.094068,20250708
Cured Nutrition,REALFOODOLOGY,1391.0,1462.0,curednutrition.com,realfoodology,aQAWyQ-z3TA,youtube,2025-07-26T18:38:53.094071,20250708
JASPR,REALFOODOLOGY,1530.0,1547.0,jaspr.co,realfoodology,aQAWyQ-z3TA,youtube,2025-07-26T18:38:53.094073,20250708
Lineage Provisions,REALFOODOLOGY,100.0,177.0,lineageprovisions.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764814,20250701
Cured Nutrition,realfoodology,181.0,254.0,curednutrition.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764828,20250701
Qualia,REALFOODOLOGY,860.0,962.0,qualialife.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764831,20250701
Patcha Soap Company,REALFOODOLOGY,962.0,1028.0,pachasoap.co,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764833,20250701
True Food Kitchen,JUSTTRUE10,1208.0,1289.0,truefoodkitchen.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764835,20250701
Against the Grain Gourmet,,1299.0,1774.0,instacart.com/store/brands/humanco-brands/humanco-lp,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764837,20250701
Masa,realfoodology,1944.0,2000.0,masachips.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764840,20250701
Paleo Valley,realfoodology,2002.0,2090.0,paleovalley.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764842,20250701
Grove Collaborative,HUMANCO,4608.0,4690.0,grove.co,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764844,20250701
Amara,HUMANCO,4601.0,4754.0,amaraorganicfoods.com,realfoodology,clcXno3SuLM,youtube,2025-07-26T18:39:06.764846,20250701
Jasper,REALFOODOLOGY,152.0,204.0,jaspr.co,realfoodology,hdwi-AILcmw,youtube,2025-07-26T18:39:18.739749,20250624
Beekeepers Naturals,REALFOODOLOGY,205.0,277.0,beekeepersnaturals.com,realfoodology,hdwi-AILcmw,youtube,2025-07-26T18:39:18.739764,20250624
Paleo Valley,REALFOODOLOGY,1163.0,1245.0,paleovalley.com,realfoodology,hdwi-AILcmw,youtube,2025-07-26T18:39:18.739767,20250624
LMNT,,1256.0,1310.0,drinklmnt.com,realfoodology,hdwi-AILcmw,youtube,2025-07-26T18:39:18.739769,20250624
Bioptimizers,realfoodology,1957.0,2028.0,bioptimizers.com,realfoodology,hdwi-AILcmw,youtube,2025-07-26T18:39:18.739771,20250624
Our Place,realfoodology,2041.0,2095.0,fromourplace.com,realfoodology,hdwi-AILcmw,youtube,2025-07-26T18:39:18.739773,20250624
SABRE,,697.0,778.0,sabrered.com,redpilledamerica,ZgjeSysbW5o,youtube,2025-07-26T18:39:25.100186,20241005
International Fellowship of Christians and Jews,,1407.0,1472.0,supportifcj.org,redpilledamerica,ZgjeSysbW5o,youtube,2025-07-26T18:39:25.100218,20241005
The Licorice Guy,rpa5,2056.0,2122.0,licoriceguy.com,redpilledamerica,ZgjeSysbW5o,youtube,2025-07-26T18:39:25.100224,20241005
Wired To Fish Coffee,RPA,600.0,680.0,wired2fishcoffee.com,redpilledamerica,dIubNzQZFjk,youtube,2025-07-26T18:39:30.544809,20250207
International Fellowship of Christians and Jews,,1313.0,1376.0,ifcj.org,redpilledamerica,dIubNzQZFjk,youtube,2025-07-26T18:39:30.544829,20250207
Red Pilled America,,1378.0,1392.0,redpilledam.com,redpilledamerica,dIubNzQZFjk,youtube,2025-07-26T18:39:30.544832,20250207
,,0.0,0.0,nosponsors,redpilledamerica,NVgi06ZGa3U,youtube,2025-07-26T18:39:36.504050,20240725
,,0.0,0.0,nosponsors,redpilledamerica,XlVx_eKlizQ,youtube,2025-07-26T18:39:38.372347,20240224
Red Pilled America,,2327.0,2422.0,redpilledamerica.com,redpilledamerica,xKmz-aODDIA,youtube,2025-07-26T18:39:43.885187,20191215
Good Ranchers,Aliyia,40.0,610.0,goodranchers.com,relatable,klw9WI11Bcc,youtube,2025-07-26T18:39:54.570870,20250723
Range Leather,,537.0,598.0,rangeleather.com,relatable,klw9WI11Bcc,youtube,2025-07-26T18:39:54.570886,20250723
Fellowship Home Loans,ALLIE,1511.0,1595.0,fellowshiphomeloans.com,relatable,klw9WI11Bcc,youtube,2025-07-26T18:39:54.570889,20250723
Concerned Women for America,,2744.0,2820.0,concernedwomen.org,relatable,klw9WI11Bcc,youtube,2025-07-26T18:39:54.570891,20250723
Patriot Mobile,ALLIE,3597.0,3646.0,patriotmobile.com,relatable,klw9WI11Bcc,youtube,2025-07-26T18:39:54.570893,20250723
Good Ranchers,alli,24.0,30.0,goodranchers.com,relatable,PbLyKvT3LYg,youtube,2025-07-26T18:40:03.146434,20250721
Seven Weeks Coffee,allie,515.0,577.0,sevenweekscoffee.com,relatable,PbLyKvT3LYg,youtube,2025-07-26T18:40:03.146454,20250721
Share the Arrows,,626.0,631.0,sharethearrows.com,relatable,PbLyKvT3LYg,youtube,2025-07-26T18:40:03.146457,20250721
Adele Natural Cosmetics,ALLIE,1643.0,1708.0,adelosmetics.com,relatable,PbLyKvT3LYg,youtube,2025-07-26T18:40:03.146459,20250721
WeHeart Nutrition,ALLIE,2233.0,2309.0,weheartnutrition.com,relatable,PbLyKvT3LYg,youtube,2025-07-26T18:40:03.146462,20250721
Hillsdale College,,2767.0,2853.0,hillsdale.edu,relatable,PbLyKvT3LYg,youtube,2025-07-26T18:40:03.146464,20250721
Good Ranchers,Aliyia,42.0,49.0,goodranchers.com,relatable,E8HnqAgtlcc,youtube,2025-07-26T18:40:23.476754,20250718
Seven Weeks Coffee,ALLIE,505.0,575.0,sevenweekscoffee.com,relatable,E8HnqAgtlcc,youtube,2025-07-26T18:40:23.476769,20250718
EveryLife,alley10,1480.0,1554.0,everylife.com,relatable,E8HnqAgtlcc,youtube,2025-07-26T18:40:23.476772,20250718
Adele Natural Cosmetics,ALLIE,2121.0,2197.0,adelosmetics.com,relatable,E8HnqAgtlcc,youtube,2025-07-26T18:40:23.476774,20250718
Chef IQ,relatable,2795.0,2859.0,chefiq.com,relatable,E8HnqAgtlcc,youtube,2025-07-26T18:40:23.476777,20250718
Freedom Project Academy,ali15,3493.0,3582.0,freedomforschool.com,relatable,E8HnqAgtlcc,youtube,2025-07-26T18:40:23.476779,20250718
Olive,,28.0,49.0,olive.com,relatable,9u7nmRjw-44,youtube,2025-07-26T18:40:32.785637,20250716
Pre-born,,865.0,968.0,preborn.com,relatable,9u7nmRjw-44,youtube,2025-07-26T18:40:32.785653,20250716
Patriot Mobile,ALLIE,1581.0,1625.0,patriotmobile.com,relatable,9u7nmRjw-44,youtube,2025-07-26T18:40:32.785656,20250716
Good Ranchers,ALLIE,1680.0,1700.0,goodranchers.com,relatable,9u7nmRjw-44,youtube,2025-07-26T18:40:32.785658,20250716
Cozy Earth,relatable,2512.0,2570.0,cozyearth.com,relatable,9u7nmRjw-44,youtube,2025-07-26T18:40:32.785660,20250716
Concerned Women for America,,2920.0,2972.0,concernedwomen.org,relatable,9u7nmRjw-44,youtube,2025-07-26T18:40:32.785662,20250716
Good Ranchers,alley,28.0,36.0,goodranchers.com,relatable,1ZNEgzn7z7c,youtube,2025-07-26T18:40:40.888357,20250714
Carly Jean Los Angeles,AliB,416.0,479.0,carlyjeanlosangeles.com,relatable,1ZNEgzn7z7c,youtube,2025-07-26T18:40:40.888448,20250714
We Heart Nutrition,ALLIE,2142.0,2207.0,weheartnutrition.com,relatable,1ZNEgzn7z7c,youtube,2025-07-26T18:40:40.888488,20250714
Crowd Health,ALLIE,2838.0,2939.0,joincrowdhealth.com,relatable,1ZNEgzn7z7c,youtube,2025-07-26T18:40:40.888495,20250714
Range Leather,ALLIE,3486.0,3535.0,rangeleather.com,relatable,1ZNEgzn7z7c,youtube,2025-07-26T18:40:40.888499,20250714
Thomas's English Muffins,,144.0,291.0,thomasbreads.com,revisionisthistory,yrgpOqzhzxI,youtube,2025-07-26T18:40:44.114460,20250522
,,0.0,0.0,nosponsors,revisionisthistory,YJlvdmYIhnA,youtube,2025-07-26T18:40:47.162626,20250529
Faceblind.org,,1953.0,1960.0,www.faceblind.org,revisionisthistory,scu6TEcRJ-8,youtube,2025-07-26T18:40:50.795254,20250508
,,0.0,0.0,nosponsors,revisionisthistory,HUSzIE3qcY8,youtube,2025-07-26T18:40:53.373682,20250515
,,0.0,0.0,nosponsors,revisionisthistory,Qhtfk9Fv7NM,youtube,2025-07-26T18:40:57.259620,20250501
Saber and Partners,,1930.0,1935.0,savoryandpartners.com,rightaboutnow,kBmpwN_lPCg,youtube,2025-07-26T18:41:02.353604,20250430
Millionaire Migrant,,1947.0,1952.0,youtube.com/@MillionaireMigrant,rightaboutnow,kBmpwN_lPCg,youtube,2025-07-26T18:41:02.353624,20250430
Shoveling Sh*t,,2159.0,2202.0,shovelingshit.com,rightaboutnow,0DYn39pN2Oc,youtube,2025-07-26T18:41:05.641780,20250603
,,0.0,0.0,nosponsors,rightaboutnow,GuqKCrIrdS4,youtube,2025-07-26T18:41:09.656988,20241210
FranklinCovey,,2117.0,2137.0,franklincovey.com,rightaboutnow,ksMdcz9a1DI,youtube,2025-07-26T18:41:13.275281,20241203
Copenhagen Imports,,73.0,89.0,copenhagenimports.com,rightaboutnow,x9zWU9wuC5w,youtube,2025-07-26T18:41:19.287798,20241130
Branded Bills,,1993.0,1998.0,brandedbills.com,rightaboutnow,x9zWU9wuC5w,youtube,2025-07-26T18:41:19.287822,20241130
Drink Exponent,,1998.0,2006.0,exponent.com,rightaboutnow,x9zWU9wuC5w,youtube,2025-07-26T18:41:19.287825,20241130
Independent Center,,2009.0,2016.0,independencecenter.org,rightaboutnow,x9zWU9wuC5w,youtube,2025-07-26T18:41:19.287828,20241130
Le Schwab,,728.0,786.0,leschwab.com,ronanddonradio,IwXY50RqFMU,youtube,2025-07-26T18:41:23.620620,20250716
Rhyandit,,12.0,24.0,rhyandit.com,ronanddonradio,4SjVwaAMpNM,youtube,2025-07-26T18:41:28.309702,20250714
Les Schwab,,766.0,824.0,leschwab.com,ronanddonradio,4SjVwaAMpNM,youtube,2025-07-26T18:41:28.309724,20250714
Le Schwab Tires,,445.0,543.0,lewwab.com,ronanddonradio,mPy5vUh-PYE,youtube,2025-07-26T18:41:31.638336,20250710
Lehwab Tires,,495.0,589.0,lewab.com,ronanddonradio,cr74a5uoHlc,youtube,2025-07-26T18:41:35.384756,20250709
Le Schwab Tires,,502.0,596.0,leschwab.com,ronanddonradio,-xWcTZdDb1c,youtube,2025-07-26T18:41:40.128025,20250708
Ron and Don Sit Down,,603.0,612.0,ronandonssitdown.com,ronanddonradio,-xWcTZdDb1c,youtube,2025-07-26T18:41:40.128084,20250708
Ron and Don Sit Down,,1891.0,1907.0,rondadonssitdown.com,ronanddonradio,-xWcTZdDb1c,youtube,2025-07-26T18:41:40.128089,20250708
Patreon,,5.0,9.0,patreon.com/laststandmedia,sacredsymbols,UL0Pe41JLHk,youtube,2025-07-26T18:41:54.905718,20250724
Cheesecake Factory,,612.0,620.0,thecheesecakefactory.com,sacredsymbols,UL0Pe41JLHk,youtube,2025-07-26T18:41:54.905746,20250724
Liquid IV,,629.0,648.0,liquid-iv.com,sacredsymbols,UL0Pe41JLHk,youtube,2025-07-26T18:41:54.905752,20250724
Patreon,,0.0,6.0,patreon.com/laststandmedia,sacredsymbols,yUJG0MZ9P8g,youtube,2025-07-26T18:42:13.275880,20250725
Hog Law Business Law,,10908.0,10942.0,hoglawbusinesslaw.com,sacredsymbols,yUJG0MZ9P8g,youtube,2025-07-26T18:42:13.275899,20250725
,,0.0,0.0,nosponsors,sacredsymbols,P6MJfG6DORU,youtube,2025-07-26T18:42:39.937732,20250721
Advanced GG,,525.0,535.0,advanced.gg,sacredsymbols,YL2GHwYzoVg,youtube,2025-07-26T18:43:00.478529,20250720
Fume,,3045.0,3124.0,fumeessential.com,sacredsymbols,YL2GHwYzoVg,youtube,2025-07-26T18:43:00.478554,20250720
Realics,,7304.0,7327.0,realics.com,sacredsymbols,YL2GHwYzoVg,youtube,2025-07-26T18:43:00.478559,20250720
Patreon,,0.0,6.0,patreon.com/laststandmedia,sacredsymbols,eCOuBFWAtT4,youtube,2025-07-26T18:43:21.102022,20250718
Last Stand Media Store,,452.0,475.0,laststandmedia.store,sacredsymbols,eCOuBFWAtT4,youtube,2025-07-26T18:43:21.102048,20250718
Libsyn,,144.0,627.0,supportthisshow.com/libsyn,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051761,20250108
Buzzsprout,,184.0,604.0,supportthisshow.com/buzzsprout,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051787,20250108
Blubrry,,184.0,613.0,supportthisshow.com/blubrry,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051793,20250108
Captivate,,594.0,609.0,supportthisshow.com/captivate,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051797,20250108
Transistor,,640.0,644.0,links.podcastingresources.com/transistor,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051802,20250108
Red Circle,,900.0,906.0,supportthisshow.com/redcircle,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051806,20250108
School of Podcasting,,1254.0,1268.0,schoolofpodcasting.com,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051811,20250108
Podcast Hot Seat,,1273.0,1278.0,podcasthotseat.com,schoolofpodcasting,lLF90-6pO7g,youtube,2025-07-26T18:43:30.051815,20250108
Podpage,,627.0,649.0,podpage.com,schoolofpodcasting,yswazY6RRZE,youtube,2025-07-26T18:43:35.449667,20240506
